大李水餃,106台北市大安區和平東路二段118巷54弄35號
CHANTEZ Pâtisserie 穿石,106台北市大安區濟南路三段31號
玩味。廚詣 (玩味。找餐),110台北市信義區虎林街132巷45號
汕頭四神湯刈包肉粽,103台北市大同區延平北路三段40號
初穗居酒屋,10491台北市中山區南京東路一段44號
丁香豆花食創館,10491台北市中山區雙城街12巷28號
葉家肉粥,103台北市大同區保安街49巷
雙連肉粥,103台北市大同區雙連街1巷1號
鹹花生咖啡館,103台北市大同區迪化街一段197號
Inter Thai Food,สยามสแควร์ ​ ซอย 9 Rama I Rd, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330泰國
Jeh O Chula,泰國 Krung Thep Maha Nakhon, ซอย จรัสเมือง 邮政编码: 10330
勝洋休閒農場,264宜蘭縣員山鄉八甲路15-6號
乌镇西栅,中國浙江省嘉兴市桐乡市隆源路383号 邮政编码: 314501
Shinjuku Prince Hotel,日本〒160-8487 Tōkyō-to, Shinjuku City, Kabukichō, 1-chōme−30, 歌舞伎町１－３０－１
土俗村蔘雞湯,南韓 Seoul, Jongno-gu, Chebu-dong, Jahamun-ro 5-gil, 5
羅東碳烤燒餅餅店,265宜蘭縣羅東鎮南門路32號
馥臨港式火鍋,106台北市大安區基隆路二段128號
新北市政府,220新北市板橋區中山路一段161號
成美右岸河濱公園,114台北市內湖區
樂子美式餐廳,106台北市大安區敦化南路二段103巷6號
主播貢丸,105台北市松山區塔悠路2號
宜蘭鄭記潤餅,265宜蘭縣羅東鎮民權路265號羅東夜市1101號攤
彌生軒 YAYOI 復興南京店,105台北市松山區復興北路69號
Animate,日本〒810-0001 Fukuoka, Chūō-ku, Tenjin, 1-chōme−11−１ 天神ビブレ６Ｆ
下町天丼 秋光-台灣,106台北市大安區敦化南路一段187巷55號
無耳茶壺山登山步道,224新北市瑞芳區
資訊科學展示中心,106台北市大安區和平東路二段108號
7-ELEVEN 科技站門市,106台北市大安區復興南路二段203號
成美左岸河濱公園,115台北市南港區
中研院,115台北市南港區
中研新村,115台北市南港區
松山火車站,110台北市信義區松山路11號
東湖國中,114台北市內湖區
康樂街,114台北市內湖區
配個咖啡吧PEGCOFFEE自家烘焙咖啡館,110台北市信義區嘉興街309號
丸龜製麵（新光A8）,110台北市信義區松高路12號
頂尖排骨,114台北市內湖區康樂街72巷8弄1號
愛買大直店,10491台北市中山區敬業三路123號
象園咖啡Elephant garden 內湖店,114台北市內湖區內湖路二段192號
明美公園,114台北市內湖區南京東路六段
茉莉漢堡,114台北市內湖區瑞光路588號
西螺服務區 南下,648雲林縣西螺鎮中山高速公路
甜在心糖水舖 - 金咕溜豆花,231新北市新店區大豐路47號
南川麵館,231新北市新店區中正路336號
呼穀壽喜燒,231新北市新店區北新路一段231號2樓號
魚中魚貓狗水族大賣場 - 新店店,231新北市新店區中正路450號
誠品生活 西門店,108台北市萬華區峨眉街52號
雙城街夜市,10491台北市中山區雙城街
鳥致院韓式烤肉店中央店,231新北市新店區中央路133巷12號
滾吧 Qunba 鍋物 (萬隆店),116台北市文山區羅斯福路五段247號
六堆伙房新店七張店,231新北市新店區北新路二段128號
餐聚複合式餐廳,116台北市文山區景華街64號
TORINO 杜林諾餐廳 (寵物友善）,116台北市文山區木柵路一段55號
高鐵台南站,711台南市歸仁區歸仁大道100號
府中15,220新北市板橋區府中路15號
臺北市立圖書館 文山分館,116台北市文山區興隆路二段160號
義汁小豬 Steak Pasta,231新北市新店區民權路6號
福滿溢黑砂糖剉冰三民店,231新北市新店區三民路86號1樓
曉迪筒仔米糕,100台北市中正區中華路二段307巷
豆田餐坊,100台北市中正區南海路17號
沐白小農沐場 新店民權店,231新北市新店區民權路44-1號
老中央餅坊 中央店,231新北市新店區中央路133巷22號
大可居青年旅館 Duckstay Hostel,108台北市萬華區昆明街316號
風箏人咖啡 Kite People Cafe,116台北市文山區景豐街48巷1號
S&P 暹羅百麗宮店,991/1 สยามพารากอน Rama I Rd, Khwaeng Pathum Wan, Khet Pathum Wan, Krung Thep Maha Nakhon 10330泰國
處女座咖啡茶館1號店,號, No. 45福興路文山區台北市116
小樽食堂,231新北市新店區中央路133巷32弄2號
新北投,112台北市北投區大業路700號
摩斯漢堡MOSBURGER 北投光明店,112台北市北投區光明路212號
老孫涼麵,231新北市新店區中正路294號
台北市客家文化主題公園,100台北市中正區
回溫豆花飲品,106台北市大安區和平東路二段311巷18號
寶島扁食.麵.飯,106台北市大安區和平東路二段311巷38號
永豐鸚鵡樂園,108台北市萬華區和平西路三段58號
社團法人臺灣夢想城鄉營造協會,108台北市萬華區廣州街161號
蘇家肉圓油粿,108台北市萬華區三水街109號
地中海水族館(復興店),106台北市大安區復興南路二段338號
麥味登精緻早午餐敦南店,106台北市大安區敦化南路二段200巷11號
神威輸出複印中心,106台北市大安區復興南路二段301號
肯德基KFC-新店光明餐廳,No. 1-1光明街新店區新北市231
新店站,231新北市新店區北宜路一段
新店碧潭 水碧潭商圈,231新北市新店區新店路159號（碧潭東岸商店街）
美河市M棟,231新北市新店區中央路177號
人蔘好蝦,106台北市大安區復興南路二段315號
米多go東南亞複合式小棧,241新北市三重區光明路32巷33號
理學院,106台北市大安區
樂烘焙材料器具,10675台北市大安區和平東路三段68-7號
蘇杭餐廳 大坪林店,231新北市新店區民權路25號
烏來泰雅民族博物館,233新北市烏來區烏來街12號
勇士廣場,233新北市烏來區瀑布路16號號
烏來柑仔店,233新北市烏來區烏來街30號
台車瀑布站,233新北市烏來區
慢慢先生的店,231新北市新店區三民路107號
Taipei Public Library ChengGong Neighborhood Reading Room,No. 29號和平東路二段311巷大安區台北市106
金霸臭臭鍋,106台北市大安區四維路170巷47號
8鍋時尚新穎臭臭鍋,231新北市新店區三民路85號
CaLACaLA義大利廚房,231新北市新店區北新路二段55號
丸作食茶OneZo-新北板橋府中店,220新北市板橋區中山路一段19號
屏東縣政府青年學院,900屏東縣屏東市中山路61號
族群音樂館,900屏東縣屏東市中山路61號
屏東縣政府,900屏東縣屏東市自由路527號
814生鮮超市-屏東枋寮店,940屏東縣枋寮鄉中興路5號
港伯豆花,940屏東縣枋寮鄉中山路177號
全家便利商店 成功店,106台北市大安區和平東路二段311巷32號
Naan & Pizza,號, No. 353木新路三段文山區台北市116
30 Café,231新北市新店區民權路21-1號
國立臺北教育大學圖書館,106台北市大安區和平東路二段134號
凱蘿多媒體影像輸出 （公開說明書．年報影印裝訂．證券商上市櫃／大圖輸出．活動公關）《台北．新北 數位印刷推薦》,106台北市大安區復興南路二段327號之2號
可愛村便當,231新北市新店區大豐路8號
茱蒂漢堡 Judy's Burger,231新北市新店區中興路三段191號
相思麵,929屏東縣琉球鄉上杉路31巷7號
臺中公園,404台中市北區雙十路一段65號
臥龍貳玖 WoLong,106台北市大安區和平東路二段136巷29號
文化創意產業經營學系 辦公室,國立臺北教育大學 國立 臺北 教育 大學 、106 台北 市 大安 區 和平 東路 二 段 134 號, 大安區台北市106
大坪林站,23143新北市新店區北新路3段190號
梁記雞肉飯,10491台北市中山區松江路90巷19號
水源市場1-12莊園咖啡,100台北市中正區羅斯福路四段92號
車站腿庫飯,116台北市文山區興隆路二段207號
緬甸小吃店/緬甸拉茶店,235新北市中和區興南路二段35號
愛閱二手書坊,106台北市大安區臨江街40巷4號
Meltingfinger舔舔手馬卡龍專賣店,106台北市大安區瑞安街248號
兄弟麵館,116台北市文山區興隆路三段36巷16弄2號
清真黃牛肉麵館,100台北市中正區延平南路23號
雙連古店 蓮藕茶&冬瓜茶,103台北市大同區錦西街38巷2號
AKUMA CACA 2店【敦南店】,106台北市大安區敦化南路二段218號
Le Coin du Pain 擴邦麵包 復南廚坊,106台北市大安區復興南路二段158號
蕃茄屋,106台北市大安區基隆路二段211之1號
麵妃精選麵食,116台北市文山區木新路三段115號
花家食堂,105台北市松山區延壽街137號
韓記老虎麵食館,106台北市大安區市民大道四段56號
南川麵館,106台北市大安區和平東路三段3段91號
元素手工漢堡店,110台北市信義區基隆路二段39巷23號
麥味登北市陽光店,110台北市信義區信安街155號
安居街9巷攤販集中區,106台北市大安區
湛盧咖啡忠孝館,106台北市大安區忠孝東路四段50號
艾莉森 elysion,104台北市中山區復興南路一段36-9號13樓
千松谷日式料理,106台北市大安區敦化南路二段200巷13號
123文化廣場,116台北市文山區興隆路二段220巷31弄24號
復興南路口,106台北市大安區
台北市立圖書館永建分館,116台北市文山區木柵路一段177號
上五溝,923屏東縣萬巒鄉
兒童新樂園,111台北市士林區
嘉義車站,600嘉義市西區中山路528號號
興德國小,116台北市文山區
青鳥Bleu&Book,100台北市中山區八德路一段1號
台南知事官邸‧音樂會館,701台南市東區衛民街1號
武功國小(興隆),116台北市文山區
文山二分局,116台北市文山區
劍南路站,10491台北市中山區
台塑石油 福華站,116台北市文山區興隆路二段244巷1號
興隆市場,116台北市文山區
興隆市場後站,116台北市文山區
敦南美景,116台北市文山區
福興路口,116台北市文山區
台亞石油 (新店中興路站),231新北市新店區中興路三段131號
中國科技大學(興隆),116台北市文山區
興隆國小,116台北市文山區
圓山,103台北市大同區酒泉街9之1號
海巡署,116台北市文山區
捷運萬芳醫院站,116台北市文山區
靜心中小學,116台北市文山區
大坪林,231新北市新店區
寶強路口,231新北市新店區
新北市立圖書館總館,220新北市板橋區貴興路139號
洛德城堡-公館運動中心,100台北市中正區汀州路三段160巷
景華公園,116台北市文山區
憲光公寓,116台北市文山區
頭城,261宜蘭縣頭城鎮
港口,261宜蘭縣頭城鎮
景明街口,116台北市文山區
興旺公園,116台北市文山區
南瀛豆腐鍋,116台北市文山區興隆路二段220巷13號
波波恰恰,116台北市文山區興隆路三段112巷4弄44號
鬍鬚張魯肉飯 台北萬芳店,116台北市文山區興隆路三段60號
2派克脆皮雞排萬芳店,116台北市文山區興隆路三段58-2號
麥當勞-台北民權二店,10491台北市中山區民權東路二段43號
安安小館,100台北市中正區南昌路一段59巷19號
八棟圓仔湯,100台北市中正區中華路二段309巷20號
L'amour,106台北市大安區新生南路三段76巷7號
威爾貝克手烘咖啡店 吳興店,110台北市信義區吳興街52號
Jamba Juice 信義威秀店,110台北市信義區松壽路20號
1973繼光香香雞,110台北市信義區松壽路12號
Miacucina信義店,110台北市信義區松壽路11號2樓號
六必居潮州一品沙鍋粥中山總店,220新北市板橋區中山路一段160-3號
同記安平豆花,708台南市安平區安北路433號
三娘香菇肉粥,100台北市中正區金華街l3号
阿才的店,100台北市中正區仁愛路二段26號
牯嶺油飯,100台北市中正區牯嶺街45號
Street churros 光復旗艦店,106台北市大安區光復南路260巷24號
帕米爾新疆餐廳,106台北市大安區金華街126-2號
臺南孔廟,700台南市中西區南門路2號
小滿手作便當GRAIN FULL,106台北市大安區樂業街128-8號
亞旺民間違規拖吊保管場,231新北市新店區寶橋路235巷18號
全家便利商店和茂門市,106台北市大安區和平東路三段58號
Louisa Coffee 路易莎咖啡(佳瑪建國店),231新北市新店區建國路268號
全聯福利中心大安芳和店,10675台北市大安區樂業街87號
伊莎貝拉海灘咖啡館,25341新北市石门区1517號
LEXUS 北都敦南,105台北市松山區敦化南路一段25號
玉蘭茶園,267宜蘭縣大同鄉松羅村玉蘭路80號
李家榕樹下快炒,106台北市大安區嘉興街382巷2號
泰比咖啡,106台北市大安區樂業街68號
三田製麵所 台北統一時代店,110台北市信義區忠孝東路五段8號
大爆咖啡 BOOM coffee roasters,106台北市大安區敦化南路二段200巷16號
聖保羅座堂,英國 London, 邮政编码: EC4M 8AD
西班牙小酒館HESTIA TAPAS BAR,105台北市松山區民生東路三段130巷18弄4號
TaSweet手作燒菓子,110台北市信義區光復南路415巷74號
古北饕,100台北市中正區金門街1-6號
古亭三六九包子,100台北市中正區同安街49號
韓笑味韓式餐廳,231新北市新店區中華路61號
燉物小食堂,231新北市新店區中華路95號
阿男麻油雞,100台北市中正區中華路二段311巷34號
I love tea 松山店,110台北市信義區松山路540巷2號
良菓茶舖 - 飲料甜點舖,100台北市中正區杭州南路一段14-7號
池上傳統便當,106台北市大安區和平東路一段195號
芽米日子 yummy vegan home 純植物飲食,112台北市北投區大業路735號
正宗專業潤餅,110台北市信義區松山路541巷1號1樓
六段炒飯,110台北市信義區信義路六段122號
圓來自助快餐,842高雄市旗山區延平一路451號
天天美藥局,842高雄市旗山區中山路92號
崇慧天然健康素食,106台北市大安區安居街54號
中一素食園,100台北市中正區信陽街9號B1樓
觀音素食,842高雄市旗山區延平一路478號
品記雞肉飯,110台北市信義區松山路540巷16號
可不可熟成紅茶-台北站前店,10047台北市中正區南陽街34號
易水寒人文茶,106台北市大安區安居街124巷20號
恩典養生活力生菜捲,100台北市中正區羅斯福路四段108巷2-3號
楊記全麥營養潤餅捲,100台北市中正區
仁和雅咖啡,842高雄市旗山區仁和街112號
沐榮水果專賣店,100台北市中正區漢口街一段79號
妙緣素食館,100台北市中正區忠孝西路一段72-25號
布鹿果漾新鮮式,110台北市信義區福德街4號
炎術台北信陽店,100台北市中正區信陽街12號
呷米蔬食/素食餐廳,100台北市中正區衡陽路9號
修圓素食,100台北市中正區忠孝西路一段72之32號
主愛心靈診所,106台北市大安區羅斯福路三段283巷14弄6號
台池木片便當,110台北市信義區信義路六段108號
廣誠素膳,110台北市信義區信義路六段116號
阿剛碳烤,95142台東縣綠島鄉公館村柴口115號
同心緣素食,260宜蘭縣宜蘭市宜興路一段245號
灣坑頭山,261宜蘭縣頭城鎮宜蘭縣頭城鎮
